Topic,Name,URL,Answer Choices,Correct Answer
103,F11_E1_Q02,https://docs.google.com/document/d/1Se4O7aQR95HW0Ssw6tzYELPNxbb8-1edUCIHWsuMHWg/pub,5,3
106,F11_E1_Q03,https://docs.google.com/document/d/1yEQhADW67RnYnfR36LM-xD9wQDv8reUQOnlWdQeF78I/pub,5,3
106,F11_E1_Q04,https://docs.google.com/document/d/1DPULCjG2sM3EUKhIbc8yFdN6vY33g7lR2OCa8bw0tA8/pub,5,2
104,F11_E1_Q05,https://docs.google.com/document/d/1KBZkp9r5VSHjBfs37oA2_7MR6EMsLKchn44oTc1kcU4/pub,5,3
101,F11_E1_Q06,https://docs.google.com/document/d/1kUr_w8tZN6wZZsY0g6roYEo9f_t0Bcjq-nwopT60TC4/pub,5,2
105,F11_E1_Q07,https://docs.google.com/document/d/142RBPZQL2nNvm5XgzmqSD6EIjE2XkjxxyqGrG3S7kRI/pub,5,3
106,F11_E1_Q08,https://docs.google.com/document/d/1AqqatNihzTHBN3LxAJGm6gUpE17Cyl6YhKUlDbV7K4w/pub,5,5
105,F11_E1_Q09,https://docs.google.com/document/d/1p8RoCdZrr0y1tAue13AXyhWcw9m3dELVXTnhX3w_9P4/pub,5,4
102,F11_E1_Q10,https://docs.google.com/document/d/1rAVB7rG8HO0-jZkhh4S-GLQ8NP-S62DOTN4KQeVkA_M/pub,5,1
106,F11_E1_Q11,https://docs.google.com/document/d/1d8Ubbt-vhf1Wj53_DzqQHeptZRK1T0KYt4f0z0ShX3A/pub,5,3
106,F11_E1_Q12,https://docs.google.com/document/d/1kEOTE7ZrLyYmR_UoqtNPwPt7zxqjzj4AIAN-Mc_spd8/pub,5,4
105,F11_E1_Q13,https://docs.google.com/document/d/1d5AtGehovMdZBJq14SpNhB-6yX0bBvZVt6MZTnrgCDA/pub,5,1
102,F11_E1_Q14,https://docs.google.com/document/d/1ehRRavwPIjhaaLp3EcDEuPCXgbGUsAs8DnGcC-zKEqA/pub,5,4
102,F11_E1_Q15,https://docs.google.com/document/d/1UTsv-2_KefRH17tdQi-L91xSCX7HctY30123bfXV-sk/pub,5,5
103,F11_E1_Q16,https://docs.google.com/document/d/1_WxqPPuEvZGR6D0E_ETvV06PocqtiwPFTJC5dARe54s/pub,5,2
104,F11_E1_Q17,https://docs.google.com/document/d/1YTz0aKHGmv9b5fXOfEsCNqMwg8TNdgVTHkDFodqYPj0/pub,5,3
103,F11_E1_Q18,https://docs.google.com/document/d/179j57A29dJlU18MaLKrdQWOq34soX33sqZzTNDL17eM/pub,5,2
103,F11_E1_Q19,https://docs.google.com/document/d/1eWx7Eb3ioVlGdqP2qVPdxGDBiogZsO1u2xvTTnA0GSk/pub,5,5
102,F11_E1_Q20,https://docs.google.com/document/d/1CmTLPVQDy0cEiP-TNA5yY7SO47vVC_5qFlTQzOemeMY/pub,5,2
105,F11_E1_Q21,https://docs.google.com/document/d/1kr9Ud5di6wmDGQOnJz6tlkQnkA2hHgkq9Z9aJwOdrAo/pub,5,2
104,F11_E1_Q22,https://docs.google.com/document/d/1xsjr6_PntP8M6DCPqEWjMYKzjAcLC4b4gRRwq6G-oUc/pub,5,1
101,F11_E1_Q23,https://docs.google.com/document/d/1thjDhvP_ovZ1PzIRINtLX822-Xbnw1_7nDe5gtwFWFE/pub,5,1
104,F11_E1_Q24,https://docs.google.com/document/d/1BOPTeDXQXkgDn998N_IOC2rXX3o431ZJAoplkWkQ9Bo/pub,5,2
103,F11_E1_Q25,https://docs.google.com/document/d/1ppcQHe4-0nRs_7jzPqdQjZ6ZCirDbQdfhAY_YnqrYKs/pub,5,5
110,W13_E2_Q01,https://docs.google.com/document/d/1d9x6TIEM9CkjM4O5LU5m82ZmyL_uGTyAn2zY612BYkU/pub,5,3
108,W13_E2_Q02,https://docs.google.com/document/d/1lCo4K6oisfMPDrEBmJ3kxmQIa91KKylPSyEpQ0I3RkI/pub,5,1
110,W13_E2_Q03,https://docs.google.com/document/d/1rk1b5VbPO9NfBR0uAZkzNTs4Tt-9jgvLc4Ohyq_2ezQ/pub,5,1
111,W13_E2_Q04,https://docs.google.com/document/d/1fGj53QO4kl3Kz3t4fgbvXSKZwkbI_MJhDTcB4EFKnko/pub,5,3
107,W13_E2_Q05,https://docs.google.com/document/d/1tYPs9bsrAFfLp1JzBTEbw4-CNeryNl7vjErpCy2uCiM/pub,5,3
107,W13_E2_Q06,https://docs.google.com/document/d/1Szd0fQWzr4F0LwmjpYrUzfvGVR2jlWVA3V0AabJyVLE/pub,5,5
111,W13_E2_Q07,https://docs.google.com/document/d/1iCJYUJkpUoRMMh9C4mprkPT7HQtbqNj3qRdAAtdhB7I/pub,5,4
109,W13_E2_Q08,https://docs.google.com/document/d/1yOHB3sg7CMsvxJQPLe8xEV9eR-QdMJUCdfSk8qmJnyU/pub,5,1
111,W13_E2_Q09,https://docs.google.com/document/d/1c-Zx_g5C-zHRlE6gFDoPYz76xFISqXx5K-oK6LPvyGs/pub,5,1
109,W13_E2_Q10,https://docs.google.com/document/d/1o7Pw8jvNHEVbBR8hVwEabznXb8oI3rx_svufrD9ud5k/pub,5,2
111,W13_E2_Q11,https://docs.google.com/document/d/1E-KzdArpYKeoDxW47sIFJP7edAAd8SEIzfkmPfFlViM/pub,5,4
108,W13_E2_Q12,https://docs.google.com/document/d/1bYUlfdcIyRGDQEQM3w1kpgHXAykIhHYLgpaz3pS7Yb4/pub,5,3
110,W13_E2_Q13,https://docs.google.com/document/d/1uWIJdsa8YXCJuzKukhTRMkzt4Vw9-7lTvJxIgi2IrPM/pub,5,4
107,W13_E2_Q14,https://docs.google.com/document/d/1-APFWNwUrAfuAdNgRynQTUd-Q_QVAdBf4z2L6--ZS9o/pub,5,3
107,W13_E2_Q15,https://docs.google.com/document/d/1D-mXsNiaDfYbQV_tZdUsdiC2K-o20LaHaWAi3zNm6G0/pub,5,1
109,W13_E2_Q16,https://docs.google.com/document/d/1I4PJWFn0aybHEvkmAO6_dkV9VZRnuRGvxp7ZLh2BVa8/pub,5,1
107,W13_E2_Q17,https://docs.google.com/document/d/1IIzKMqGe_mHLvplHxk31VmC6N4IWWVt5UtcI7-xK66E/pub,5,4
110,W13_E2_Q18,https://docs.google.com/document/d/1tzaFmgziXrVJEn7XGIbQeFsI4iGh2bF0Hk2dKYwizck/pub,5,5
110,W13_E2_Q19,https://docs.google.com/document/d/1vv-Tp4H1WIWoVsqxy0GYUIb2kADQza3mppHZPrOMB7Q/pub,5,1
110,W13_E2_Q20,https://docs.google.com/document/d/1rcroHQAXMXw9lYGne4IdiWaIqgru1jz0n1vCABd4sRI/pub,5,2
109,W13_E2_Q21,https://docs.google.com/document/d/1Z2ED98iTwNyqXG6uDgdCSSo6U-eoQ86nTh8JMuBUtEI/pub,5,1
108,W13_E2_Q22,https://docs.google.com/document/d/1Lq4DL85ITi77TpiM6Y3K94lI3aNAzcAd5Jb5lxK5ia4/pub,5,4
108,W13_E2_Q23,https://docs.google.com/document/d/1ORlzoB8m2FnJs1sUoJnXF3VA33PI3u0G2bHEdZkI_Is/pub,5,4
111,W13_E2_Q24,https://docs.google.com/document/d/1rCLt-QNObnPif75HrvYqkvMwDSOG5T8C79fXZBichJg/pub,5,3
111,W13_E2_Q25,https://docs.google.com/document/d/1PBSlmuts22bbd77yeHBBzo9ZCOK5oiRP9eoSdUzYzdU/pub,5,5
104,W12_E1_Q01,https://docs.google.com/document/d/1bi1qUhTGpahVp-4_U3fKWYtkHSq5AcXP5QvieIKyN6g/pub,5,2
103,W12_E1_Q02,https://docs.google.com/document/d/177q6irxnSpNP7L76LryZWxkLU3jvM2Dm75sHy9dZ-N4/pub,5,2
104,W12_E1_Q03,https://docs.google.com/document/d/1fn1MzwJxPUH0i-02ozj1v_56xjJIZkEdNizRJAyF_dU/pub,5,1
102,W12_E1_Q04,https://docs.google.com/document/d/1RuMZbj1mG4Clz8JAfFdWUsWzLcFI2osPrUf3heFHSII/pub,5,3
104,W12_E1_Q05,https://docs.google.com/document/d/1IW-dgBuJh5d8Er6Izrm9QCVz2RFSS2VOH5hN78b6ua8/pub,5,3
102,W12_E1_Q06,https://docs.google.com/document/d/13-XBYWROOSQmHmUHLJtzZfDgknPEJH1cu0ikMZ-fNWU/pub,5,4
102,W12_E1_Q07,https://docs.google.com/document/d/1MSw8GU4FSZ7_bFiwyp--Id3FuZydTi0W7dDVgbHybl8/pub,5,4
105,W12_E1_Q08,https://docs.google.com/document/d/1t2B-tR76bQ5hz2vCHgt6ZFVGAv6Fga_3tVUSkyKh6EU/pub,5,2
106,W12_E1_Q09,https://docs.google.com/document/d/1UxiFJm-X5_rCT8DE1h-e2ZVQnBk45NRCbbZ2O-YmDyk/pub,5,4
104,W12_E1_Q10,https://docs.google.com/document/d/1F3QNNGPJYg7Aj-7bqIK7G7mmVXeGRATywVeeb9nkMdA/pub,5,4
103,W12_E1_Q11,https://docs.google.com/document/d/1O_vFTS4qyOEMjt-sKpzA5jZTD7AUPeEz7Ysgq5hyPwY/pub,5,5
105,W12_E1_Q12,https://docs.google.com/document/d/1MMk8eTLp3wIkTKZnPRzN-Da-y2FnJFrCcM_NGpGj3Fw/pub,5,4
103,W12_E1_Q13,https://docs.google.com/document/d/1DJiK42Mt368W057HGE12JDxO2cF82Q7Rs2GZPT_-k3M/pub,5,4
102,W12_E1_Q14,https://docs.google.com/document/d/1Uc862Mf8fakjWLf8vHme0EIVNeY9UysfPTKspoDYmXk/pub,5,2
101,W12_E1_Q15,https://docs.google.com/document/d/1GPruKV4VKfQy9TWkI2kj2gZV5ISPJNwMve4hzc98xDY/pub,5,2
105,W12_E1_Q16,https://docs.google.com/document/d/18n9N35W29dbElkGHBIqogCi2DxRg9MR-5NU2Kg_ynDQ/pub,5,1
104,W12_E1_Q17,https://docs.google.com/document/d/10s3-8lsBMebQDqL3bvYffR_Ot0yL5ioSFn-ZkdsOBCc/pub,5,4
101,W12_E1_Q18,https://docs.google.com/document/d/1XSx5qbwBlXVdHqiiAmtfvqfsALxP-3HHROLmLwKwfsY/pub,5,5
104,W12_E1_Q19,https://docs.google.com/document/d/1Yr9F8WPh4fAP8PTQ42o0wYc41OR1Vso0hJg7HVLWy3I/pub,5,5
106,W12_E1_Q20,https://docs.google.com/document/d/1--rO7jZi3l5bSMK24FwVxMOhpCV0G8u8F4F0koZouD4/pub,5,5
103,W12_E1_Q21,https://docs.google.com/document/d/1J4bMIzATGWN0hGbMJUUoafDWP7fEvZx53OSBWKxPW00/pub,5,3
106,W12_E1_Q22,https://docs.google.com/document/d/1jOxjfl9QKjSqqMelYdKxiaMU2NGH5jRYhLuehBqzlJY/pub,5,5
101,W12_E1_Q23,https://docs.google.com/document/d/1BrbWGqBeV1_iGO18kxJEEbxjk4_AB_bht97Yiu6jCeM/pub,5,3
106,W12_E1_Q24,https://docs.google.com/document/d/1l_wDiLiOlj982nRGLJ_69BB9gnya1OFx5coCt3GB_4o/pub,5,1
103,W12_E1_Q25,https://docs.google.com/document/d/1uuhd0MsGznzfaHq2XrKPZEra6Tsia0bmt0xBPaulLw8/pub,5,2
101,F12_E1_Q1,https://docs.google.com/document/d/1MW-v15YDgS1K_-nV0Uf7MsEcVX2Z4UX8T5yya_40W5I/pub,5,2
104,F12_E1_Q2,https://docs.google.com/document/d/17QRFijpj-f7lvFkHgbe76s6bJeE4izm2CuIVRvbWHaY/pub,5,5
105,F12_E1_Q3,https://docs.google.com/document/d/1-zsIFNAy_0XVmcrbJgKE3je4JclODn_Nrdfo-s_8veA/pub,5,3
101,F12_E1_Q4,https://docs.google.com/document/d/12PDNecCRclAkrVvmw-lvyQ_VJRC4lnFvo3-aU8mTzcU/pub,5,3
103,F12_E1_Q5,https://docs.google.com/document/d/1xoxANMA5KGd3f8ZIkA5Xf5Qfe5YY67DTGBCi3kV1-So/pub,5,4
103,F12_E1_Q6,https://docs.google.com/document/d/1fZDMPyt_NJBy6ZIlMlfVA9uKG2BrUZjvTbbM_W0b5EA/pub,5,1
103,F12_E1_Q7,https://docs.google.com/document/d/19Q_gsldfLLL9aJJw-JiYYHhj3EOcXcXPAvUkwnauCmw/pub,5,5
103,F12_E1_Q8,https://docs.google.com/document/d/1rpvZm9PQVpHjMRsJeQNG9gwRypXBCS1FhBGH1NADArY/pub,5,3
104,F12_E1_Q9,https://docs.google.com/document/d/1QhneouvsHvzx28hRUFfstGSz6T_n_-6GVc4gEGeFzaI/pub,5,4
102,F12_E1_Q10,https://docs.google.com/document/d/1PquGB4cRITY0v6xT9goAUiuWoIwdSVRb7qMDI_T_wT4/pub,5,3
104,F12_E1_Q11,https://docs.google.com/document/d/1kphHhcU6osbHq4NL5U66XemvR8B6rfEC-1ZyrfMLCQo/pub,5,4
102,F12_E1_Q12,https://docs.google.com/document/d/1UPt4bty2aUqet8O0lZ3qgLGunFOOGc85z7hj6RdLmZc/pub,5,2
106,F12_E1_Q13,https://docs.google.com/document/d/1aqyOiW3RpGfIW3Lm1ngoBtR1YsrIfIxNwIPrj0tuR_I/pub,5,2
101,F12_E1_Q14,https://docs.google.com/document/d/12nSOgHj1eHeg38CzG1eC20PDcdOuYnbioythOxTk4mQ/pub,5,4
102,F12_E1_Q15,https://docs.google.com/document/d/1KAwV51KKSIeJaV8YGOCnoDSKZA7aMZrrEyYn0eWV8T8/pub,5,5
106,F12_E1_Q16,https://docs.google.com/document/d/1OdyII8JgTR8GxsAMildJxfNBYcmmbymVWWq9UkXXVVs/pub,5,2
104,F12_E1_Q17,https://docs.google.com/document/d/1hW8oJD2Ok_sGAhO9BH-d-QZ1JocmpWCVuQTST0meAEw/pub,5,4
106,F12_E1_Q18,https://docs.google.com/document/d/1hzLiTbm3Ouf9sQg_y_XdmGQsGZ8MDdyMhcRe-7wMejc/pub,5,1
106,F12_E1_Q19,https://docs.google.com/document/d/1kwjCso-XuUiEPln42o26Ig5YR0NsikVERczHDy8M_ew/pub,5,4
106,F12_E1_Q20,https://docs.google.com/document/d/1B2JfhvPXBP0etzgAXp3ZthrPEaIst1H_V6Il793i4jM/pub,5,4
104,F12_E1_Q21,https://docs.google.com/document/d/1YHINtY6EdBcyQh3pI3yl1jj-n_H4Ibyar5mw37EdJfw/pub,5,3
105,F12_E1_Q22,https://docs.google.com/document/d/1j9HOCr_xwQ5OAk9L5JcojylkZV9S85shV5YzDq79t9I/pub,5,1
104,F12_E1_Q23,https://docs.google.com/document/d/1qeHVl9XzNLAA13c2i1TrHJTTvMX396XiLM6njGUz9Sc/pub,5,4
105,F12_E1_Q24,https://docs.google.com/document/d/1wHy2pRYF0bqKBvNlrke-3DA7lJCXrKqGKrFJhZ6wc30/pub,5,3
103,F12_E1_Q25,https://docs.google.com/document/d/1zELLxHzG5GpooP8SaVzX0LX0W0q56C058-NnXVtCkFI/pub,5,5
101,F10_E1_Q01,https://docs.google.com/document/d/1VLf9i42QYmYkFEjk12jpb_bNk3HyCbT_9Lew7lXx5qQ/pub,5,3
101,F10_E1_Q02,https://docs.google.com/document/d/1FCLYwc4bgfjVNdQBeIUpZGzLzfs5idtwLMh2rPSF6EM/pub,5,4
101,F10_E1_Q03,https://docs.google.com/document/d/1-T9VY3F7knSokKwtrPWkBrcwdRefLS8c_6PRwfkUMqM/pub,5,1
102,F10_E1_Q04,https://docs.google.com/document/d/1pY36itmU7FnF_gKmZ2JXApzjIGtvBcmgy4OYwJ5lH_A/pub,5,2
102,F10_E1_Q05,https://docs.google.com/document/d/1IpQsjd5gUDHkYsomcigGYCRv-XMEPwydI3x5Ciegf68/pub,5,3
102,F10_E1_Q06,https://docs.google.com/document/d/1ZHFrVfdiwg9GovUGCSAw420J2YBapAWdK2xaLwA0Iq8/pub,5,3
102,F10_E1_Q07,https://docs.google.com/document/d/1rIUarJox0oWbk6DIo1IArSm-eImkkwF3RORt1EG3nqY/pub,5,5
102,F10_E1_Q08,https://docs.google.com/document/d/1oeYvCnznrpaHAjBdjYBqRgjyOYjcwsH4meB28vbffmE/pub,5,4
103,F10_E1_Q09,https://docs.google.com/document/d/1ZS1KBGm49Yz0qOTVzJUa5G8gKArpd9wXoxDuBLZNFvI/pub,5,4
103,F10_E1_Q10,https://docs.google.com/document/d/1DQ7qW-v9nmQXKfRxj1hKkdBovjcHDOpxEhcwHtwQJyA/pub,5,2
103,F10_E1_Q11,https://docs.google.com/document/d/1Tucda0FPWvbqcxrGlKO-rpsj0j-90f7w1lVIMIrU_lI/pub,5,1
103,F10_E1_Q12,https://docs.google.com/document/d/1gfriatArMhqpYMoHHW9KZNUsPpnY6A7ZQeCmxo4zGHk/pub,5,3
103,F10_E1_Q13,https://docs.google.com/document/d/1MzGwJdNYZyX8-S3EBWT8T2tmSaTqvndDCgxo7vpMfXw/pub,5,2
104,F10_E1_Q14,https://docs.google.com/document/d/1W-SPw9uzmsSryrmVuKCtKyM4GmeOQoLcSdF2toO2jXM/pub,5,4
104,F10_E1_Q15,https://docs.google.com/document/d/1wqvqua9iyC3c_GQQTKXIBIoHELsJYKysm8roKs7_aTo/pub,5,4
104,F10_E1_Q16,https://docs.google.com/document/d/1wl6ie7Df3A05jOeJr-Y4YQ0H5-C1XYuYItk4geDxzUI/pub,5,5
104,F10_E1_Q17,https://docs.google.com/document/d/19ya3mEc0C79S8XTrSCyCzLDcQ2s_iGTx2fwS8gBKdgk/pub,5,4
105,F10_E1_Q18,https://docs.google.com/document/d/1mnK1UlIrtamKaF-tUPpUk40k7cf2SmYKPEjGdqxmNJ8/pub,5,3
105,F10_E1_Q19,https://docs.google.com/document/d/1zppMiYH98EwBJv-FjpBB2JnPmE3699Q-dGVOcJ68qDk/pub,5,1
105,F10_E1_Q20,https://docs.google.com/document/d/1FpFX_BDTnl1UFPShh26HclcteAgQcsVupg8smyLtMiY/pub,5,2
105,F10_E1_Q21,https://docs.google.com/document/d/12ztLjlB1QnqV79lvXU582BTbZKAHYiMYATSVCzZQ8FQ/pub,5,1
106,F10_E1_Q22,https://docs.google.com/document/d/1BAZK-Ou6EESzkfyEE_4ZIEoILwTljXtWxhliCFByi-I/pub,5,1
106,F10_E1_Q23,https://docs.google.com/document/d/1CYPFmVxw99OpSTfOGA2knmQkp8OQTQm6eOlVWGB_BjE/pub,5,2
106,F10_E1_Q24,https://docs.google.com/document/d/1WLhQG4QRIjGKwPpvkCi0JNhFcWNTD0Llf5yPa3NDZo0/pub,5,2
106,F10_E1_Q25,https://docs.google.com/document/d/1e6nbS6towTX3eixfD7QVc8TdNGyrpstT6oI1KVHH_9A/pub,5,5
